"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Hard coal","414.12"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Hard coal","411.47"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Hard coal","404.58"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Hard coal","405.46"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Hard coal","389.73"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Hard coal","394.87"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Hard coal","393.64"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Hard coal","391.10"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Hard coal","387.53"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Hard coal","379.48"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Hard coal","375.81"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Hard coal","374.39"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Hard coal","364.35"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Hard coal","363.27"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Hard coal","368.48"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Hard coal","372.92"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Hard coal","369.05"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Hard coal","361.60"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Hard coal","358.93"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Hard coal","349.19"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Hard coal","359.81"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Hard coal","366.00"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Hard coal","360.94"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Hard coal","367.97"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Hard coal","396.67"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Hard coal","395.17"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Hard coal","387.04"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Hard coal","376.31"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Hard coal","376.98"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Hard coal","391.14"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Hard coal","394.36"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Hard coal","394.46"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Hard coal","398.79"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Hard coal","414.15"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Hard coal","409.92"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Hard coal","409.25"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Hard coal","534.54"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Hard coal","763.88"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Hard coal","1231.89"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Hard coal","1849.77"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Hard coal","2203.92"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Hard coal","2451.63"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Hard coal","2742.57"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Hard coal","2960.30"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Hard coal","3102.29"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Hard coal","3300.15"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Hard coal","3482.87"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Hard coal","3597.06"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Hard coal","3611.52"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Hard coal","3634.04"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Hard coal","3649.63"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Hard coal","3647.69"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Hard coal","3647.24"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Hard coal","3647.46"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Hard coal","3646.95"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Hard coal","3645.96"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Hard coal","3561.65"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Hard coal","3486.94"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Hard coal","3479.86"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Hard coal","3489.00"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Hard coal","3581.33"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Hard coal","3597.23"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Hard coal","3603.11"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Oil","107.94"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Oil","105.02"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Oil","105.03"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Oil","105.03"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Oil","106.16"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Oil","105.04"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Oil","105.03"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Oil","105.15"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Oil","105.18"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Oil","105.04"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Oil","105.02"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Oil","105.30"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Oil","105.03"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Oil","105.03"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Oil","105.30"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Oil","104.90"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Fossil Oil shale","n/e"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Fossil Peat","n/e"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Fossil Peat","n/e"
