"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Hydro Pumped Storage","1896.26"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Hydro Pumped Storage","1819.24"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Hydro Pumped Storage","2653.22"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Hydro Pumped Storage","3119.94"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Hydro Pumped Storage","2531.16"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Hydro Pumped Storage","2143.03"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Hydro Pumped Storage","1950.01"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Hydro Pumped Storage","1315.03"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Hydro Pumped Storage","2130.17"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Hydro Pumped Storage","2393.03"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Hydro Pumped Storage","1752.06"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Hydro Pumped Storage","1811.49"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Hydro Pumped Storage","3217.67"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Hydro Pumped Storage","1738.01"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Hydro Pumped Storage","1444.70"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Hydro Pumped Storage","1034.77"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1326.98"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1343.28"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1340.87"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1327.38"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1324.41"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1312.41"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1317.60"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1307.58"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1305.36"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1288.94"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1286.05"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1283.48"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1275.33"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1277.23"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1265.51"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1274.86"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1266.37"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1258.30"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1248.25"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1258.09"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1255.36"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1253.17"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1254.32"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1237.21"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1248.53"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1253.09"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1239.62"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1248.67"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1261.61"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1263.08"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1270.40"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1286.40"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1290.49"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1297.42"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1302.48"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1285.98"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1303.30"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1332.32"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1375.23"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1347.41"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1341.07"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1359.35"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1351.74"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1344.15"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1328.40"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1338.11"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1342.39"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1352.73"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1389.96"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1400.80"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1411.74"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1411.78"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1418.18"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1420.06"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1402.04"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1409.15"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1406.99"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1392.30"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1380.64"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1391.28"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1424.68"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1413.24"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1406.15"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1371.73"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1364.92"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1369.74"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1377.91"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1378.06"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1403.16"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1424.07"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1410.96"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1397.00"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1376.29"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1387.96"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1389.10"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1370.65"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1358.72"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1366.11"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1364.96"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1381.41"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1388.68"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1387.41"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1393.49"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1386.85"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1391.64"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1387.20"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1378.11"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1353.55"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1347.45"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1345.37"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1356.77"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1351.09"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Hydro Run-of-river and pondage","1348.48"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Hydro Run-of-river and pondage","1345.27"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Hydro Run-of-river and pondage","1351.20"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Hydro Run-of-river and pondage","1334.44"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Hydro Water Reservoir","33.35"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Hydro Water Reservoir","29.19"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Hydro Water Reservoir","30.12"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Hydro Water Reservoir","30.36"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Hydro Water Reservoir","30.25"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Hydro Water Reservoir","30.78"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Hydro Water Reservoir","29.83"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Hydro Water Reservoir","29.04"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Hydro Water Reservoir","28.59"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Hydro Water Reservoir","28.56"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Hydro Water Reservoir","27.44"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Hydro Water Reservoir","27.46"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Hydro Water Reservoir","26.87"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Hydro Water Reservoir","27.16"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Hydro Water Reservoir","26.87"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Hydro Water Reservoir","26.96"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Hydro Water Reservoir","21.12"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Hydro Water Reservoir","20.84"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Hydro Water Reservoir","20.93"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Hydro Water Reservoir","21.48"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Hydro Water Reservoir","21.65"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Hydro Water Reservoir","21.15"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Hydro Water Reservoir","20.84"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Hydro Water Reservoir","21.02"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Hydro Water Reservoir","20.55"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Hydro Water Reservoir","19.32"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Hydro Water Reservoir","23.83"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Hydro Water Reservoir","23.99"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Hydro Water Reservoir","59.65"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Hydro Water Reservoir","61.20"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Hydro Water Reservoir","63.80"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Hydro Water Reservoir","51.18"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Hydro Water Reservoir","30.52"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Hydro Water Reservoir","60.13"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Hydro Water Reservoir","56.42"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Hydro Water Reservoir","48.28"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Hydro Water Reservoir","62.35"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Hydro Water Reservoir","43.14"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Hydro Water Reservoir","27.01"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Hydro Water Reservoir","26.76"
"10/05/2026 10:00:00 - 10/05/2026 10:15:00","BZN|DE-LU","Hydro Water Reservoir","22.50"
"10/05/2026 10:15:00 - 10/05/2026 10:30:00","BZN|DE-LU","Hydro Water Reservoir","37.36"
"10/05/2026 10:30:00 - 10/05/2026 10:45:00","BZN|DE-LU","Hydro Water Reservoir","49.37"
"10/05/2026 10:45:00 - 10/05/2026 11:00:00","BZN|DE-LU","Hydro Water Reservoir","39.05"
"10/05/2026 11:00:00 - 10/05/2026 11:15:00","BZN|DE-LU","Hydro Water Reservoir","49.94"
"10/05/2026 11:15:00 - 10/05/2026 11:30:00","BZN|DE-LU","Hydro Water Reservoir","29.73"
"10/05/2026 11:30:00 - 10/05/2026 11:45:00","BZN|DE-LU","Hydro Water Reservoir","9.47"
"10/05/2026 11:45:00 - 10/05/2026 12:00:00","BZN|DE-LU","Hydro Water Reservoir","35.67"
"10/05/2026 12:00:00 - 10/05/2026 12:15:00","BZN|DE-LU","Hydro Water Reservoir","45.72"
"10/05/2026 12:15:00 - 10/05/2026 12:30:00","BZN|DE-LU","Hydro Water Reservoir","46.31"
"10/05/2026 12:30:00 - 10/05/2026 12:45:00","BZN|DE-LU","Hydro Water Reservoir","46.00"
"10/05/2026 12:45:00 - 10/05/2026 13:00:00","BZN|DE-LU","Hydro Water Reservoir","20.79"
"10/05/2026 13:00:00 - 10/05/2026 13:15:00","BZN|DE-LU","Hydro Water Reservoir","28.11"
"10/05/2026 13:15:00 - 10/05/2026 13:30:00","BZN|DE-LU","Hydro Water Reservoir","15.11"
"10/05/2026 13:30:00 - 10/05/2026 13:45:00","BZN|DE-LU","Hydro Water Reservoir","8.73"
"10/05/2026 13:45:00 - 10/05/2026 14:00:00","BZN|DE-LU","Hydro Water Reservoir","17.56"
"10/05/2026 14:00:00 - 10/05/2026 14:15:00","BZN|DE-LU","Hydro Water Reservoir","36.40"
"10/05/2026 14:15:00 - 10/05/2026 14:30:00","BZN|DE-LU","Hydro Water Reservoir","37.29"
"10/05/2026 14:30:00 - 10/05/2026 14:45:00","BZN|DE-LU","Hydro Water Reservoir","26.27"
"10/05/2026 14:45:00 - 10/05/2026 15:00:00","BZN|DE-LU","Hydro Water Reservoir","35.38"
"10/05/2026 15:00:00 - 10/05/2026 15:15:00","BZN|DE-LU","Hydro Water Reservoir","34.91"
"10/05/2026 15:15:00 - 10/05/2026 15:30:00","BZN|DE-LU","Hydro Water Reservoir","32.20"
"10/05/2026 15:30:00 - 10/05/2026 15:45:00","BZN|DE-LU","Hydro Water Reservoir","36.37"
"10/05/2026 15:45:00 - 10/05/2026 16:00:00","BZN|DE-LU","Hydro Water Reservoir","34.20"
"10/05/2026 16:00:00 - 10/05/2026 16:15:00","BZN|DE-LU","Hydro Water Reservoir","52.46"
"10/05/2026 16:15:00 - 10/05/2026 16:30:00","BZN|DE-LU","Hydro Water Reservoir","55.52"
"10/05/2026 16:30:00 - 10/05/2026 16:45:00","BZN|DE-LU","Hydro Water Reservoir","97.95"
"10/05/2026 16:45:00 - 10/05/2026 17:00:00","BZN|DE-LU","Hydro Water Reservoir","82.66"
"10/05/2026 17:00:00 - 10/05/2026 17:15:00","BZN|DE-LU","Hydro Water Reservoir","76.64"
"10/05/2026 17:15:00 - 10/05/2026 17:30:00","BZN|DE-LU","Hydro Water Reservoir","29.59"
"10/05/2026 17:30:00 - 10/05/2026 17:45:00","BZN|DE-LU","Hydro Water Reservoir","15.48"
"10/05/2026 17:45:00 - 10/05/2026 18:00:00","BZN|DE-LU","Hydro Water Reservoir","15.84"
"10/05/2026 18:00:00 - 10/05/2026 18:15:00","BZN|DE-LU","Hydro Water Reservoir","21.09"
"10/05/2026 18:15:00 - 10/05/2026 18:30:00","BZN|DE-LU","Hydro Water Reservoir","21.26"
"10/05/2026 18:30:00 - 10/05/2026 18:45:00","BZN|DE-LU","Hydro Water Reservoir","21.13"
"10/05/2026 18:45:00 - 10/05/2026 19:00:00","BZN|DE-LU","Hydro Water Reservoir","20.81"
"10/05/2026 19:00:00 - 10/05/2026 19:15:00","BZN|DE-LU","Hydro Water Reservoir","27.08"
"10/05/2026 19:15:00 - 10/05/2026 19:30:00","BZN|DE-LU","Hydro Water Reservoir","27.09"
"10/05/2026 19:30:00 - 10/05/2026 19:45:00","BZN|DE-LU","Hydro Water Reservoir","27.18"
"10/05/2026 19:45:00 - 10/05/2026 20:00:00","BZN|DE-LU","Hydro Water Reservoir","27.88"
"10/05/2026 20:00:00 - 10/05/2026 20:15:00","BZN|DE-LU","Hydro Water Reservoir","86.61"
"10/05/2026 20:15:00 - 10/05/2026 20:30:00","BZN|DE-LU","Hydro Water Reservoir","93.34"
"10/05/2026 20:30:00 - 10/05/2026 20:45:00","BZN|DE-LU","Hydro Water Reservoir","75.61"
"10/05/2026 20:45:00 - 10/05/2026 21:00:00","BZN|DE-LU","Hydro Water Reservoir","45.09"
"10/05/2026 21:00:00 - 10/05/2026 21:15:00","BZN|DE-LU","Hydro Water Reservoir","44.78"
"10/05/2026 21:15:00 - 10/05/2026 21:30:00","BZN|DE-LU","Hydro Water Reservoir","42.76"
"10/05/2026 21:30:00 - 10/05/2026 21:45:00","BZN|DE-LU","Hydro Water Reservoir","42.29"
"10/05/2026 21:45:00 - 10/05/2026 22:00:00","BZN|DE-LU","Hydro Water Reservoir","48.58"
"10/05/2026 22:00:00 - 10/05/2026 22:15:00","BZN|DE-LU","Hydro Water Reservoir","75.41"
"10/05/2026 22:15:00 - 10/05/2026 22:30:00","BZN|DE-LU","Hydro Water Reservoir","90.05"
"10/05/2026 22:30:00 - 10/05/2026 22:45:00","BZN|DE-LU","Hydro Water Reservoir","101.61"
"10/05/2026 22:45:00 - 10/05/2026 23:00:00","BZN|DE-LU","Hydro Water Reservoir","208.92"
"10/05/2026 23:00:00 - 10/05/2026 23:15:00","BZN|DE-LU","Hydro Water Reservoir","142.59"
"10/05/2026 23:15:00 - 10/05/2026 23:30:00","BZN|DE-LU","Hydro Water Reservoir","102.11"
"10/05/2026 23:30:00 - 10/05/2026 23:45:00","BZN|DE-LU","Hydro Water Reservoir","67.19"
"10/05/2026 23:45:00 - 11/05/2026 00:00:00","BZN|DE-LU","Hydro Water Reservoir","50.65"
"10/05/2026 00:00:00 - 10/05/2026 00:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 00:15:00 - 10/05/2026 00:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 00:30:00 - 10/05/2026 00:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 00:45:00 - 10/05/2026 01:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 01:00:00 - 10/05/2026 01:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 01:15:00 - 10/05/2026 01:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 01:30:00 - 10/05/2026 01:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 01:45:00 - 10/05/2026 02:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 02:00:00 - 10/05/2026 02:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 02:15:00 - 10/05/2026 02:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 02:30:00 - 10/05/2026 02:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 02:45:00 - 10/05/2026 03:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 03:00:00 - 10/05/2026 03:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 03:15:00 - 10/05/2026 03:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 03:30:00 - 10/05/2026 03:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 03:45:00 - 10/05/2026 04:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 04:00:00 - 10/05/2026 04:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 04:15:00 - 10/05/2026 04:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 04:30:00 - 10/05/2026 04:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 04:45:00 - 10/05/2026 05:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 05:00:00 - 10/05/2026 05:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 05:15:00 - 10/05/2026 05:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 05:30:00 - 10/05/2026 05:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 05:45:00 - 10/05/2026 06:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 06:00:00 - 10/05/2026 06:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 06:15:00 - 10/05/2026 06:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 06:30:00 - 10/05/2026 06:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 06:45:00 - 10/05/2026 07:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 07:00:00 - 10/05/2026 07:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 07:15:00 - 10/05/2026 07:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 07:30:00 - 10/05/2026 07:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 07:45:00 - 10/05/2026 08:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 08:00:00 - 10/05/2026 08:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 08:15:00 - 10/05/2026 08:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 08:30:00 - 10/05/2026 08:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 08:45:00 - 10/05/2026 09:00:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 09:00:00 - 10/05/2026 09:15:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 09:15:00 - 10/05/2026 09:30:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 09:30:00 - 10/05/2026 09:45:00","BZN|DE-LU","Marine","n/e"
"10/05/2026 09:45:00 - 10/05/2026 10:00:00","BZN|DE-LU","Marine","n/e"
